PK_Date;Moeda_Origem;Moeda_Destino;Exchange_Rate
30/06/1900 00:00;LIBRA;EURO;1,132
01/07/1900 00:00;LIBRA;EURO;1,149
02/07/1900 00:00;LIBRA;EURO;1,142
03/07/1900 00:00;LIBRA;EURO;1,085
04/07/1900 00:00;LIBRA;EURO;1,121
05/07/1900 00:00;LIBRA;EURO;1,099
06/07/1900 00:00;LIBRA;EURO;1,131
07/07/1900 00:00;LIBRA;EURO;1,103
08/07/1900 00:00;LIBRA;EURO;1,071
09/07/1900 00:00;LIBRA;EURO;1,068
10/07/1900 00:00;LIBRA;EURO;1,061
11/07/1900 00:00;LIBRA;EURO;1,064
12/07/1900 00:00;LIBRA;EURO;1,078
13/07/1900 00:00;LIBRA;EURO;1,051
14/07/1900 00:00;LIBRA;EURO;1,061
15/07/1900 00:00;LIBRA;EURO;1,1
16/07/1900 00:00;LIBRA;EURO;1,108
17/07/1900 00:00;LIBRA;EURO;1,107
18/07/1900 00:00;LIBRA;EURO;1,136
19/07/1900 00:00;LIBRA;EURO;1,085
20/07/1900 00:00;LIBRA;EURO;1,093
21/07/1900 00:00;LIBRA;EURO;1,096
22/07/1900 00:00;LIBRA;EURO;1,055
23/07/1900 00:00;LIBRA;EURO;1,148
24/07/1900 00:00;LIBRA;EURO;1,121
25/07/1900 00:00;LIBRA;EURO;1,051
26/07/1900 00:00;LIBRA;EURO;1,052
27/07/1900 00:00;LIBRA;EURO;1,131
28/07/1900 00:00;LIBRA;EURO;1,065
29/07/1900 00:00;LIBRA;EURO;1,054
30/07/1900 00:00;LIBRA;EURO;1,104
31/07/1900 00:00;LIBRA;EURO;1,116
01/08/1900 00:00;LIBRA;EURO;1,106
02/08/1900 00:00;LIBRA;EURO;1,141
03/08/1900 00:00;LIBRA;EURO;1,089
04/08/1900 00:00;LIBRA;EURO;1,132
05/08/1900 00:00;LIBRA;EURO;1,073
06/08/1900 00:00;LIBRA;EURO;1,055
07/08/1900 00:00;LIBRA;EURO;1,148
08/08/1900 00:00;LIBRA;EURO;1,117
09/08/1900 00:00;LIBRA;EURO;1,074
10/08/1900 00:00;LIBRA;EURO;1,132
11/08/1900 00:00;LIBRA;EURO;1,111
12/08/1900 00:00;LIBRA;EURO;1,141
13/08/1900 00:00;LIBRA;EURO;1,114
14/08/1900 00:00;LIBRA;EURO;1,058
15/08/1900 00:00;LIBRA;EURO;1,093
16/08/1900 00:00;LIBRA;EURO;1,149
17/08/1900 00:00;LIBRA;EURO;1,144
18/08/1900 00:00;LIBRA;EURO;1,053
19/08/1900 00:00;LIBRA;EURO;1,104
20/08/1900 00:00;LIBRA;EURO;1,117
21/08/1900 00:00;LIBRA;EURO;1,068
22/08/1900 00:00;LIBRA;EURO;1,142
23/08/1900 00:00;LIBRA;EURO;1,15
24/08/1900 00:00;LIBRA;EURO;1,068
25/08/1900 00:00;LIBRA;EURO;1,143
26/08/1900 00:00;LIBRA;EURO;1,079
27/08/1900 00:00;LIBRA;EURO;1,129
28/08/1900 00:00;LIBRA;EURO;1,11
29/08/1900 00:00;LIBRA;EURO;1,059
30/08/1900 00:00;LIBRA;EURO;1,081
31/08/1900 00:00;LIBRA;EURO;1,114
01/09/1900 00:00;LIBRA;EURO;1,134
02/09/1900 00:00;LIBRA;EURO;1,05
03/09/1900 00:00;LIBRA;EURO;1,105
04/09/1900 00:00;LIBRA;EURO;1,094
05/09/1900 00:00;LIBRA;EURO;1,066
06/09/1900 00:00;LIBRA;EURO;1,141
07/09/1900 00:00;LIBRA;EURO;1,113
08/09/1900 00:00;LIBRA;EURO;1,129
09/09/1900 00:00;LIBRA;EURO;1,055
10/09/1900 00:00;LIBRA;EURO;1,116
11/09/1900 00:00;LIBRA;EURO;1,076
12/09/1900 00:00;LIBRA;EURO;1,086
13/09/1900 00:00;LIBRA;EURO;1,087
14/09/1900 00:00;LIBRA;EURO;1,109
15/09/1900 00:00;LIBRA;EURO;1,067
16/09/1900 00:00;LIBRA;EURO;1,128
17/09/1900 00:00;LIBRA;EURO;1,148
18/09/1900 00:00;LIBRA;EURO;1,093
19/09/1900 00:00;LIBRA;EURO;1,078
20/09/1900 00:00;LIBRA;EURO;1,142
21/09/1900 00:00;LIBRA;EURO;1,145
22/09/1900 00:00;LIBRA;EURO;1,058
23/09/1900 00:00;LIBRA;EURO;1,147
24/09/1900 00:00;LIBRA;EURO;1,059
25/09/1900 00:00;LIBRA;EURO;1,11
26/09/1900 00:00;LIBRA;EURO;1,1
27/09/1900 00:00;LIBRA;EURO;1,148
28/09/1900 00:00;LIBRA;EURO;1,059
29/09/1900 00:00;LIBRA;EURO;1,053
30/09/1900 00:00;LIBRA;EURO;1,149
01/10/1900 00:00;LIBRA;EURO;1,141
02/10/1900 00:00;LIBRA;EURO;1,092
03/10/1900 00:00;LIBRA;EURO;1,15
04/10/1900 00:00;LIBRA;EURO;1,134
05/10/1900 00:00;LIBRA;EURO;1,07
06/10/1900 00:00;LIBRA;EURO;1,12
07/10/1900 00:00;LIBRA;EURO;1,056
08/10/1900 00:00;LIBRA;EURO;1,123
09/10/1900 00:00;LIBRA;EURO;1,109
10/10/1900 00:00;LIBRA;EURO;1,122
11/10/1900 00:00;LIBRA;EURO;1,11
12/10/1900 00:00;LIBRA;EURO;1,064
13/10/1900 00:00;LIBRA;EURO;1,091
14/10/1900 00:00;LIBRA;EURO;1,122
15/10/1900 00:00;LIBRA;EURO;1,09
16/10/1900 00:00;LIBRA;EURO;1,05
17/10/1900 00:00;LIBRA;EURO;1,138
18/10/1900 00:00;LIBRA;EURO;1,054
19/10/1900 00:00;LIBRA;EURO;1,056
20/10/1900 00:00;LIBRA;EURO;1,09
21/10/1900 00:00;LIBRA;EURO;1,102
22/10/1900 00:00;LIBRA;EURO;1,144
23/10/1900 00:00;LIBRA;EURO;1,117
24/10/1900 00:00;LIBRA;EURO;1,148
25/10/1900 00:00;LIBRA;EURO;1,057
26/10/1900 00:00;LIBRA;EURO;1,143
27/10/1900 00:00;LIBRA;EURO;1,149
28/10/1900 00:00;LIBRA;EURO;1,12
29/10/1900 00:00;LIBRA;EURO;1,126
30/10/1900 00:00;LIBRA;EURO;1,096
31/10/1900 00:00;LIBRA;EURO;1,124
01/11/1900 00:00;LIBRA;EURO;1,097
02/11/1900 00:00;LIBRA;EURO;1,111
03/11/1900 00:00;LIBRA;EURO;1,081
04/11/1900 00:00;LIBRA;EURO;1,139
05/11/1900 00:00;LIBRA;EURO;1,145
06/11/1900 00:00;LIBRA;EURO;1,098
07/11/1900 00:00;LIBRA;EURO;1,095
08/11/1900 00:00;LIBRA;EURO;1,115
09/11/1900 00:00;LIBRA;EURO;1,074
10/11/1900 00:00;LIBRA;EURO;1,089
11/11/1900 00:00;LIBRA;EURO;1,101
12/11/1900 00:00;LIBRA;EURO;1,1
13/11/1900 00:00;LIBRA;EURO;1,081
14/11/1900 00:00;LIBRA;EURO;1,094
15/11/1900 00:00;LIBRA;EURO;1,059
16/11/1900 00:00;LIBRA;EURO;1,097
17/11/1900 00:00;LIBRA;EURO;1,125
18/11/1900 00:00;LIBRA;EURO;1,074
19/11/1900 00:00;LIBRA;EURO;1,122
20/11/1900 00:00;LIBRA;EURO;1,131
21/11/1900 00:00;LIBRA;EURO;1,124
22/11/1900 00:00;LIBRA;EURO;1,107
23/11/1900 00:00;LIBRA;EURO;1,055
24/11/1900 00:00;LIBRA;EURO;1,096
25/11/1900 00:00;LIBRA;EURO;1,075
26/11/1900 00:00;LIBRA;EURO;1,102
27/11/1900 00:00;LIBRA;EURO;1,114
28/11/1900 00:00;LIBRA;EURO;1,12
29/11/1900 00:00;LIBRA;EURO;1,05
30/11/1900 00:00;LIBRA;EURO;1,111
01/12/1900 00:00;LIBRA;EURO;1,078
02/12/1900 00:00;LIBRA;EURO;1,109
03/12/1900 00:00;LIBRA;EURO;1,095
04/12/1900 00:00;LIBRA;EURO;1,077
05/12/1900 00:00;LIBRA;EURO;1,118
06/12/1900 00:00;LIBRA;EURO;1,07
07/12/1900 00:00;LIBRA;EURO;1,054
08/12/1900 00:00;LIBRA;EURO;1,08
09/12/1900 00:00;LIBRA;EURO;1,086
10/12/1900 00:00;LIBRA;EURO;1,101
11/12/1900 00:00;LIBRA;EURO;1,124
12/12/1900 00:00;LIBRA;EURO;1,054
13/12/1900 00:00;LIBRA;EURO;1,138
14/12/1900 00:00;LIBRA;EURO;1,059
15/12/1900 00:00;LIBRA;EURO;1,077
16/12/1900 00:00;LIBRA;EURO;1,109
17/12/1900 00:00;LIBRA;EURO;1,062
18/12/1900 00:00;LIBRA;EURO;1,113
19/12/1900 00:00;LIBRA;EURO;1,059
20/12/1900 00:00;LIBRA;EURO;1,112
21/12/1900 00:00;LIBRA;EURO;1,148
22/12/1900 00:00;LIBRA;EURO;1,054
23/12/1900 00:00;LIBRA;EURO;1,062
24/12/1900 00:00;LIBRA;EURO;1,051
25/12/1900 00:00;LIBRA;EURO;1,079
26/12/1900 00:00;LIBRA;EURO;1,136
27/12/1900 00:00;LIBRA;EURO;1,135
28/12/1900 00:00;LIBRA;EURO;1,121
29/12/1900 00:00;LIBRA;EURO;1,081
30/12/1900 00:00;LIBRA;EURO;1,057
31/12/1900 00:00;LIBRA;EURO;1,058
01/01/1901 00:00;LIBRA;EURO;1,13
02/01/1901 00:00;LIBRA;EURO;1,133
03/01/1901 00:00;LIBRA;EURO;1,132
04/01/1901 00:00;LIBRA;EURO;1,1
05/01/1901 00:00;LIBRA;EURO;1,126
06/01/1901 00:00;LIBRA;EURO;1,053
07/01/1901 00:00;LIBRA;EURO;1,139
08/01/1901 00:00;LIBRA;EURO;1,079
09/01/1901 00:00;LIBRA;EURO;1,101
10/01/1901 00:00;LIBRA;EURO;1,111
11/01/1901 00:00;LIBRA;EURO;1,093
12/01/1901 00:00;LIBRA;EURO;1,135
13/01/1901 00:00;LIBRA;EURO;1,055
14/01/1901 00:00;LIBRA;EURO;1,104
15/01/1901 00:00;LIBRA;EURO;1,05
16/01/1901 00:00;LIBRA;EURO;1,105
17/01/1901 00:00;LIBRA;EURO;1,052
18/01/1901 00:00;LIBRA;EURO;1,071
19/01/1901 00:00;LIBRA;EURO;1,119
20/01/1901 00:00;LIBRA;EURO;1,149
21/01/1901 00:00;LIBRA;EURO;1,066
22/01/1901 00:00;LIBRA;EURO;1,07
23/01/1901 00:00;LIBRA;EURO;1,072
24/01/1901 00:00;LIBRA;EURO;1,115
25/01/1901 00:00;LIBRA;EURO;1,083
26/01/1901 00:00;LIBRA;EURO;1,083
27/01/1901 00:00;LIBRA;EURO;1,146
28/01/1901 00:00;LIBRA;EURO;1,083
29/01/1901 00:00;LIBRA;EURO;1,094
30/01/1901 00:00;LIBRA;EURO;1,063
31/01/1901 00:00;LIBRA;EURO;1,067
01/02/1901 00:00;LIBRA;EURO;1,12
02/02/1901 00:00;LIBRA;EURO;1,101
03/02/1901 00:00;LIBRA;EURO;1,144
04/02/1901 00:00;LIBRA;EURO;1,066
05/02/1901 00:00;LIBRA;EURO;1,088
06/02/1901 00:00;LIBRA;EURO;1,134
07/02/1901 00:00;LIBRA;EURO;1,086
08/02/1901 00:00;LIBRA;EURO;1,118
09/02/1901 00:00;LIBRA;EURO;1,102
10/02/1901 00:00;LIBRA;EURO;1,071
11/02/1901 00:00;LIBRA;EURO;1,126
12/02/1901 00:00;LIBRA;EURO;1,123
13/02/1901 00:00;LIBRA;EURO;1,139
14/02/1901 00:00;LIBRA;EURO;1,059
15/02/1901 00:00;LIBRA;EURO;1,097
16/02/1901 00:00;LIBRA;EURO;1,13
17/02/1901 00:00;LIBRA;EURO;1,073
18/02/1901 00:00;LIBRA;EURO;1,106
19/02/1901 00:00;LIBRA;EURO;1,085
20/02/1901 00:00;LIBRA;EURO;1,087
21/02/1901 00:00;LIBRA;EURO;1,059
22/02/1901 00:00;LIBRA;EURO;1,141
23/02/1901 00:00;LIBRA;EURO;1,119
24/02/1901 00:00;LIBRA;EURO;1,102
25/02/1901 00:00;LIBRA;EURO;1,131
26/02/1901 00:00;LIBRA;EURO;1,098
27/02/1901 00:00;LIBRA;EURO;1,05
28/02/1901 00:00;LIBRA;EURO;1,133
01/03/1901 00:00;LIBRA;EURO;1,109
02/03/1901 00:00;LIBRA;EURO;1,075
03/03/1901 00:00;LIBRA;EURO;1,077
04/03/1901 00:00;LIBRA;EURO;1,059
05/03/1901 00:00;LIBRA;EURO;1,135
06/03/1901 00:00;LIBRA;EURO;1,128
07/03/1901 00:00;LIBRA;EURO;1,071
08/03/1901 00:00;LIBRA;EURO;1,074
09/03/1901 00:00;LIBRA;EURO;1,104
10/03/1901 00:00;LIBRA;EURO;1,111
11/03/1901 00:00;LIBRA;EURO;1,124
12/03/1901 00:00;LIBRA;EURO;1,051
13/03/1901 00:00;LIBRA;EURO;1,094
14/03/1901 00:00;LIBRA;EURO;1,079
15/03/1901 00:00;LIBRA;EURO;1,069
16/03/1901 00:00;LIBRA;EURO;1,148
17/03/1901 00:00;LIBRA;EURO;1,107
18/03/1901 00:00;LIBRA;EURO;1,106
19/03/1901 00:00;LIBRA;EURO;1,056
20/03/1901 00:00;LIBRA;EURO;1,065
21/03/1901 00:00;LIBRA;EURO;1,136
22/03/1901 00:00;LIBRA;EURO;1,108
23/03/1901 00:00;LIBRA;EURO;1,14
24/03/1901 00:00;LIBRA;EURO;1,085
25/03/1901 00:00;LIBRA;EURO;1,134
26/03/1901 00:00;LIBRA;EURO;1,145
27/03/1901 00:00;LIBRA;EURO;1,086
28/03/1901 00:00;LIBRA;EURO;1,093
29/03/1901 00:00;LIBRA;EURO;1,068
30/03/1901 00:00;LIBRA;EURO;1,092
31/03/1901 00:00;LIBRA;EURO;1,067
01/04/1901 00:00;LIBRA;EURO;1,111
02/04/1901 00:00;LIBRA;EURO;1,06
03/04/1901 00:00;LIBRA;EURO;1,105
04/04/1901 00:00;LIBRA;EURO;1,057
05/04/1901 00:00;LIBRA;EURO;1,117
06/04/1901 00:00;LIBRA;EURO;1,131
07/04/1901 00:00;LIBRA;EURO;1,13
08/04/1901 00:00;LIBRA;EURO;1,117
09/04/1901 00:00;LIBRA;EURO;1,118
10/04/1901 00:00;LIBRA;EURO;1,102
11/04/1901 00:00;LIBRA;EURO;1,133
12/04/1901 00:00;LIBRA;EURO;1,067
13/04/1901 00:00;LIBRA;EURO;1,084
14/04/1901 00:00;LIBRA;EURO;1,121
15/04/1901 00:00;LIBRA;EURO;1,132
16/04/1901 00:00;LIBRA;EURO;1,098
17/04/1901 00:00;LIBRA;EURO;1,107
18/04/1901 00:00;LIBRA;EURO;1,136
19/04/1901 00:00;LIBRA;EURO;1,13
20/04/1901 00:00;LIBRA;EURO;1,12
21/04/1901 00:00;LIBRA;EURO;1,1
22/04/1901 00:00;LIBRA;EURO;1,146
23/04/1901 00:00;LIBRA;EURO;1,054
24/04/1901 00:00;LIBRA;EURO;1,087
25/04/1901 00:00;LIBRA;EURO;1,138
26/04/1901 00:00;LIBRA;EURO;1,103
27/04/1901 00:00;LIBRA;EURO;1,061
28/04/1901 00:00;LIBRA;EURO;1,121
29/04/1901 00:00;LIBRA;EURO;1,065
30/04/1901 00:00;LIBRA;EURO;1,115
01/05/1901 00:00;LIBRA;EURO;1,078
02/05/1901 00:00;LIBRA;EURO;1,13
03/05/1901 00:00;LIBRA;EURO;1,116
04/05/1901 00:00;LIBRA;EURO;1,111
05/05/1901 00:00;LIBRA;EURO;1,063
06/05/1901 00:00;LIBRA;EURO;1,054
07/05/1901 00:00;LIBRA;EURO;1,091
08/05/1901 00:00;LIBRA;EURO;1,148
09/05/1901 00:00;LIBRA;EURO;1,127
10/05/1901 00:00;LIBRA;EURO;1,143
11/05/1901 00:00;LIBRA;EURO;1,075
12/05/1901 00:00;LIBRA;EURO;1,079
13/05/1901 00:00;LIBRA;EURO;1,08
14/05/1901 00:00;LIBRA;EURO;1,073
15/05/1901 00:00;LIBRA;EURO;1,144
16/05/1901 00:00;LIBRA;EURO;1,143
17/05/1901 00:00;LIBRA;EURO;1,076
18/05/1901 00:00;LIBRA;EURO;1,111
19/05/1901 00:00;LIBRA;EURO;1,064
20/05/1901 00:00;LIBRA;EURO;1,12
21/05/1901 00:00;LIBRA;EURO;1,075
22/05/1901 00:00;LIBRA;EURO;1,107
23/05/1901 00:00;LIBRA;EURO;1,053
24/05/1901 00:00;LIBRA;EURO;1,094
25/05/1901 00:00;LIBRA;EURO;1,125
26/05/1901 00:00;LIBRA;EURO;1,087
27/05/1901 00:00;LIBRA;EURO;1,084
28/05/1901 00:00;LIBRA;EURO;1,067
29/05/1901 00:00;LIBRA;EURO;1,14
30/05/1901 00:00;LIBRA;EURO;1,083
31/05/1901 00:00;LIBRA;EURO;1,051
01/06/1901 00:00;LIBRA;EURO;1,131
02/06/1901 00:00;LIBRA;EURO;1,074
03/06/1901 00:00;LIBRA;EURO;1,076
04/06/1901 00:00;LIBRA;EURO;1,05
05/06/1901 00:00;LIBRA;EURO;1,111
06/06/1901 00:00;LIBRA;EURO;1,05
07/06/1901 00:00;LIBRA;EURO;1,09
08/06/1901 00:00;LIBRA;EURO;1,119
09/06/1901 00:00;LIBRA;EURO;1,069
10/06/1901 00:00;LIBRA;EURO;1,115
11/06/1901 00:00;LIBRA;EURO;1,07
12/06/1901 00:00;LIBRA;EURO;1,112
13/06/1901 00:00;LIBRA;EURO;1,089
14/06/1901 00:00;LIBRA;EURO;1,089
15/06/1901 00:00;LIBRA;EURO;1,139
16/06/1901 00:00;LIBRA;EURO;1,121
17/06/1901 00:00;LIBRA;EURO;1,092
18/06/1901 00:00;LIBRA;EURO;1,108
19/06/1901 00:00;LIBRA;EURO;1,137
20/06/1901 00:00;LIBRA;EURO;1,084
21/06/1901 00:00;LIBRA;EURO;1,121
22/06/1901 00:00;LIBRA;EURO;1,113
23/06/1901 00:00;LIBRA;EURO;1,051
24/06/1901 00:00;LIBRA;EURO;1,115
25/06/1901 00:00;LIBRA;EURO;1,089
26/06/1901 00:00;LIBRA;EURO;1,12
27/06/1901 00:00;LIBRA;EURO;1,056
28/06/1901 00:00;LIBRA;EURO;1,115
29/06/1901 00:00;LIBRA;EURO;1,109
30/06/1901 00:00;LIBRA;EURO;1,12
01/07/1901 00:00;LIBRA;EURO;1,077
02/07/1901 00:00;LIBRA;EURO;1,098
03/07/1901 00:00;LIBRA;EURO;1,12
04/07/1901 00:00;LIBRA;EURO;1,113
05/07/1901 00:00;LIBRA;EURO;1,12
06/07/1901 00:00;LIBRA;EURO;1,137
07/07/1901 00:00;LIBRA;EURO;1,134
08/07/1901 00:00;LIBRA;EURO;1,062
09/07/1901 00:00;LIBRA;EURO;1,07
10/07/1901 00:00;LIBRA;EURO;1,094
11/07/1901 00:00;LIBRA;EURO;1,093
