PK_Date;Moeda_Origem;Moeda_Destino;Exchange_Rate
17/02/1901 00:00;EURO;LIBRA;0,888
18/02/1901 00:00;EURO;LIBRA;0,883
19/02/1901 00:00;EURO;LIBRA;0,898
20/02/1901 00:00;EURO;LIBRA;0,896
21/02/1901 00:00;EURO;LIBRA;0,884
22/02/1901 00:00;EURO;LIBRA;0,91
23/02/1901 00:00;EURO;LIBRA;0,885
24/02/1901 00:00;EURO;LIBRA;0,905
25/02/1901 00:00;EURO;LIBRA;0,885
26/02/1901 00:00;EURO;LIBRA;0,885
27/02/1901 00:00;EURO;LIBRA;0,882
28/02/1901 00:00;EURO;LIBRA;0,908
01/03/1901 00:00;EURO;LIBRA;0,881
02/03/1901 00:00;EURO;LIBRA;0,91
03/03/1901 00:00;EURO;LIBRA;0,884
04/03/1901 00:00;EURO;LIBRA;0,899
05/03/1901 00:00;EURO;LIBRA;0,919
06/03/1901 00:00;EURO;LIBRA;0,899
07/03/1901 00:00;EURO;LIBRA;0,885
08/03/1901 00:00;EURO;LIBRA;0,887
09/03/1901 00:00;EURO;LIBRA;0,881
10/03/1901 00:00;EURO;LIBRA;0,917
11/03/1901 00:00;EURO;LIBRA;0,919
12/03/1901 00:00;EURO;LIBRA;0,895
13/03/1901 00:00;EURO;LIBRA;0,891
14/03/1901 00:00;EURO;LIBRA;0,897
15/03/1901 00:00;EURO;LIBRA;0,88
16/03/1901 00:00;EURO;LIBRA;0,907
17/03/1901 00:00;EURO;LIBRA;0,883
18/03/1901 00:00;EURO;LIBRA;0,912
19/03/1901 00:00;EURO;LIBRA;0,889
20/03/1901 00:00;EURO;LIBRA;0,913
21/03/1901 00:00;EURO;LIBRA;0,904
22/03/1901 00:00;EURO;LIBRA;0,91
23/03/1901 00:00;EURO;LIBRA;0,885
24/03/1901 00:00;EURO;LIBRA;0,889
25/03/1901 00:00;EURO;LIBRA;0,9
26/03/1901 00:00;EURO;LIBRA;0,91
27/03/1901 00:00;EURO;LIBRA;0,905
28/03/1901 00:00;EURO;LIBRA;0,914
29/03/1901 00:00;EURO;LIBRA;0,883
30/03/1901 00:00;EURO;LIBRA;0,903
31/03/1901 00:00;EURO;LIBRA;0,88
01/04/1901 00:00;EURO;LIBRA;0,897
02/04/1901 00:00;EURO;LIBRA;0,89
03/04/1901 00:00;EURO;LIBRA;0,902
04/04/1901 00:00;EURO;LIBRA;0,898
05/04/1901 00:00;EURO;LIBRA;0,882
06/04/1901 00:00;EURO;LIBRA;0,889
07/04/1901 00:00;EURO;LIBRA;0,902
08/04/1901 00:00;EURO;LIBRA;0,889
09/04/1901 00:00;EURO;LIBRA;0,887
10/04/1901 00:00;EURO;LIBRA;0,899
11/04/1901 00:00;EURO;LIBRA;0,889
12/04/1901 00:00;EURO;LIBRA;0,915
13/04/1901 00:00;EURO;LIBRA;0,901
14/04/1901 00:00;EURO;LIBRA;0,891
15/04/1901 00:00;EURO;LIBRA;0,885
16/04/1901 00:00;EURO;LIBRA;0,907
17/04/1901 00:00;EURO;LIBRA;0,884
18/04/1901 00:00;EURO;LIBRA;0,889
19/04/1901 00:00;EURO;LIBRA;0,917
20/04/1901 00:00;EURO;LIBRA;0,887
21/04/1901 00:00;EURO;LIBRA;0,913
22/04/1901 00:00;EURO;LIBRA;0,894
23/04/1901 00:00;EURO;LIBRA;0,901
24/04/1901 00:00;EURO;LIBRA;0,914
25/04/1901 00:00;EURO;LIBRA;0,886
26/04/1901 00:00;EURO;LIBRA;0,909
27/04/1901 00:00;EURO;LIBRA;0,892
28/04/1901 00:00;EURO;LIBRA;0,918
29/04/1901 00:00;EURO;LIBRA;0,881
30/04/1901 00:00;EURO;LIBRA;0,881
01/05/1901 00:00;EURO;LIBRA;0,92
02/05/1901 00:00;EURO;LIBRA;0,918
03/05/1901 00:00;EURO;LIBRA;0,893
04/05/1901 00:00;EURO;LIBRA;0,888
05/05/1901 00:00;EURO;LIBRA;0,883
06/05/1901 00:00;EURO;LIBRA;0,911
07/05/1901 00:00;EURO;LIBRA;0,907
08/05/1901 00:00;EURO;LIBRA;0,887
09/05/1901 00:00;EURO;LIBRA;0,897
10/05/1901 00:00;EURO;LIBRA;0,906
11/05/1901 00:00;EURO;LIBRA;0,914
12/05/1901 00:00;EURO;LIBRA;0,896
13/05/1901 00:00;EURO;LIBRA;0,882
14/05/1901 00:00;EURO;LIBRA;0,904
15/05/1901 00:00;EURO;LIBRA;0,92
16/05/1901 00:00;EURO;LIBRA;0,889
17/05/1901 00:00;EURO;LIBRA;0,904
18/05/1901 00:00;EURO;LIBRA;0,884
19/05/1901 00:00;EURO;LIBRA;0,886
20/05/1901 00:00;EURO;LIBRA;0,882
21/05/1901 00:00;EURO;LIBRA;0,888
22/05/1901 00:00;EURO;LIBRA;0,899
23/05/1901 00:00;EURO;LIBRA;0,917
24/05/1901 00:00;EURO;LIBRA;0,911
25/05/1901 00:00;EURO;LIBRA;0,898
26/05/1901 00:00;EURO;LIBRA;0,888
27/05/1901 00:00;EURO;LIBRA;0,882
28/05/1901 00:00;EURO;LIBRA;0,89
29/05/1901 00:00;EURO;LIBRA;0,907
30/05/1901 00:00;EURO;LIBRA;0,89
31/05/1901 00:00;EURO;LIBRA;0,917
01/06/1901 00:00;EURO;LIBRA;0,902
02/06/1901 00:00;EURO;LIBRA;0,92
03/06/1901 00:00;EURO;LIBRA;0,916
04/06/1901 00:00;EURO;LIBRA;0,88
05/06/1901 00:00;EURO;LIBRA;0,882
06/06/1901 00:00;EURO;LIBRA;0,887
07/06/1901 00:00;EURO;LIBRA;0,901
08/06/1901 00:00;EURO;LIBRA;0,904
09/06/1901 00:00;EURO;LIBRA;0,917
10/06/1901 00:00;EURO;LIBRA;0,903
11/06/1901 00:00;EURO;LIBRA;0,89
12/06/1901 00:00;EURO;LIBRA;0,892
13/06/1901 00:00;EURO;LIBRA;0,913
14/06/1901 00:00;EURO;LIBRA;0,909
15/06/1901 00:00;EURO;LIBRA;0,888
16/06/1901 00:00;EURO;LIBRA;0,889
17/06/1901 00:00;EURO;LIBRA;0,883
18/06/1901 00:00;EURO;LIBRA;0,908
19/06/1901 00:00;EURO;LIBRA;0,886
20/06/1901 00:00;EURO;LIBRA;0,9
21/06/1901 00:00;EURO;LIBRA;0,88
22/06/1901 00:00;EURO;LIBRA;0,901
23/06/1901 00:00;EURO;LIBRA;0,88
24/06/1901 00:00;EURO;LIBRA;0,893
25/06/1901 00:00;EURO;LIBRA;0,915
26/06/1901 00:00;EURO;LIBRA;0,9
27/06/1901 00:00;EURO;LIBRA;0,897
28/06/1901 00:00;EURO;LIBRA;0,903
29/06/1901 00:00;EURO;LIBRA;0,912
30/06/1901 00:00;EURO;LIBRA;0,882
01/07/1901 00:00;EURO;LIBRA;0,903
02/07/1901 00:00;EURO;LIBRA;0,906
03/07/1901 00:00;EURO;LIBRA;0,895
04/07/1901 00:00;EURO;LIBRA;0,919
05/07/1901 00:00;EURO;LIBRA;0,9
06/07/1901 00:00;EURO;LIBRA;0,917
07/07/1901 00:00;EURO;LIBRA;0,891
08/07/1901 00:00;EURO;LIBRA;0,915
09/07/1901 00:00;EURO;LIBRA;0,895
10/07/1901 00:00;EURO;LIBRA;0,888
11/07/1901 00:00;EURO;LIBRA;0,912
